1 Periodo,2 CUO,3 Numero correlativo del asiento,4 Codigo de la cuenta contable,5 Codigo de Unidad de Operación,6 Centro de Costo,7 Tipo de Moneda de Origen,8 Tipo de documento de identidad del emisor,9 Numero de documento de identidad del emisor,10 Tipo de Comprobante,11 Numero de Serie del comprobante de Pago,12 Numero de compronbante de pago,13 Fecha Contable,14 Fecha de Vencimiento,15 Fecha de la operación o emision,16 Glosa o descripcion de la naturaleza de la operacion registrada de ser el caso,17 Glosa referencial  de ser el caso,18 Movimientos del Debe,19 Movimiento del Haber,20 Dato Estructurado,21 Indica el estado de la operacion,
20231100,6778,M67780,1041101,1,1301,PEN,6,20502641655,00,0,0,10/11/2023,10/11/2023,10/11/2023,000000037,Pago de factura,0.00,1320.00,,1,
20231100,6779,M67790,1041101,1,1301,PEN,6,10077413737,00,0,0,10/11/2023,10/11/2023,10/11/2023,000000038,Pago de factura,0.00,280.00,,1,
20231100,6988,M69880,1041101,1,1322,PEN,,,00,0,0,03/11/2023,,03/11/2023,COB F001-00053884 CAJA TACNA,Pago,5909.38,0.00,,1,
20231100,6990,M69900,1041101,1,1322,PEN,,,00,0,0,03/11/2023,,03/11/2023,COB F001-00053885 CAJA TACNA,Pago,2420.58,0.00,,1,
20231100,6994,M69940,1041101,1,1312,PEN,,,00,0,0,03/11/2023,,03/11/2023,COB F001-00054428 OEFA,Pago,2363.00,0.00,,1,
20231100,6999,M69990,1041101,1,1325,PEN,,,00,0,0,03/11/2023,,03/11/2023,COB F001-00053886 CAJA TACNA,Pago,1808.56,0.00,,1,
20231100,7001,M70010,1041101,1,1356,PEN,,,00,0,0,07/11/2023,,07/11/2023,COB F001-00054018 BBVA,Pago,16506.56,0.00,,1,
20231100,7005,M70050,1041101,1,1359,PEN,,,00,0,0,07/11/2023,,07/11/2023,COB F001-00054044 MIBANCO,Pago,123.23,0.00,,1,
20231100,7464,M74640,1041101,1,1301,PEN,6,20603735359,00,0,0,10/11/2023,10/11/2023,10/11/2023,000000071,Pago de factura,0.00,148491.00,,1,
20231100,7617,M76170,1041101,1,1301,PEN,6,20371672151,00,0,0,10/11/2023,10/11/2023,10/11/2023,000000081,Pago de factura,0.00,4652.40,,1,
20231100,7618,M76180,1041101,1,1301,PEN,6,20107259091,00,0,0,10/11/2023,10/11/2023,10/11/2023,000000082,Pago de factura,0.00,157696.70,,1,
20231100,8116,M81161,1041101,1,1359,PEN,,,00,0,0,02/11/2023,02/11/2023,02/11/2023,ITF,Asiento,0.00,1.35,,1,
20231100,8120,M81201,1041101,1,1359,PEN,,,00,0,0,02/11/2023,02/11/2023,02/11/2023,COMISION CCE PRO 023314,Asiento,0.00,2.50,,1,
20231100,8237,M82371,1041101,1,1301,PEN,,,00,0,0,02/11/2023,02/11/2023,02/11/2023,TELMEX 00003522,Asiento,0.00,2000.00,,1,
20231100,8254,M82540,1041101,1,1301,PEN,,,00,0,0,02/11/2023,,02/11/2023,CAJA CHICA 15-2023  W MITMA,Cheque,0.00,1284.76,,1,
20231100,8276,M82761,1041101,1,1301,PEN,,,00,0,0,02/11/2023,02/11/2023,02/11/2023,RESEM 02 SEPTIEMBREA DIAZ,Asiento,0.00,98.95,,1,
20231100,8280,M82802,1041101,1,1301,PEN,,,00,0,0,02/11/2023,02/11/2023,02/11/2023,RESEM 05 SET - SEM 01 OCTJ ABREGO,Asiento,0.00,112.00,,1,
20231100,8293,M82931,1041101,1,1301,PEN,,,00,0,0,02/11/2023,02/11/2023,02/11/2023,RESEM 02 OCTUBREJ SILVA,Asiento,0.00,57.00,,1,
20231100,8405,M84050,1041101,1,1301,PEN,6,10101788381,00,0,0,02/11/2023,02/11/2023,02/11/2023,DIARIOS EN FISICO  ANGELA TALLEDO OCTUBRE 2023,Pago de factura,0.00,179.20,,1,
20231100,8406,M84060,1041101,1,1301,PEN,6,20603777850,00,0,0,02/11/2023,02/11/2023,02/11/2023,SERVICIO DE ADMINISTRACION DE GIMNASIOMES OCTUBRE,Pago de factura,0.00,3323.00,,1,
20231100,8407,M84070,1041101,1,1301,PEN,6,10077486106,00,0,0,02/11/2023,02/11/2023,02/11/2023,PORCIONES DE PICARONES - CELEBRACION DE OCTUBRE,Pago de factura,0.00,407.40,,1,
20231100,8608,M86081,1041101,1,1301,PEN,,,00,0,0,02/11/2023,02/11/2023,02/11/2023,PAGO E001-8  HUMANMEDIA,Asiento,0.00,5607.00,,1,
20231100,8613,M86131,1041101,1,1359,PEN,,,00,0,0,03/11/2023,03/11/2023,03/11/2023,ITF,Asiento,0.00,16.35,,1,
20231100,8615,M86151,1041101,1,1359,PEN,,,00,0,0,03/11/2023,03/11/2023,03/11/2023,COMISION CCE HAB 023316,Asiento,0.00,5.50,,1,
20231100,8618,M86181,1041101,1,1301,PEN,,,00,0,0,03/11/2023,03/11/2023,03/11/2023,COMISION CCE PRO 023283,Asiento,0.00,5.00,,1,
20231100,8720,M87200,1041101,1,1301,PEN,,,00,0,0,03/11/2023,03/11/2023,03/11/2023,DEPSEM 03 OCTUBREH RODRIGUEZ,Asiento,350.50,0.00,,1,
20231100,8722,M87220,1041101,1,1301,PEN,,,00,0,0,03/11/2023,03/11/2023,03/11/2023,DEVOLCUMPLEAÑOS ASBANC OCT 2023C WONG,Asiento,72.37,0.00,,1,
20231100,8726,M87260,1041101,1,1301,PEN,6,20521233991,00,0,0,03/11/2023,03/11/2023,03/11/2023,PAGO S001-5965192  WI-NET TELECOM,Pago de factura,0.00,449.00,,1,
20231100,8729,M87291,1041101,1,1301,PEN,,,00,0,0,03/11/2023,03/11/2023,03/11/2023,TLC-023315  ABONO LIQUIDACION,Asiento,0.00,39656.73,,1,
20231100,8730,M87301,1041101,1,1301,PEN,,,00,0,0,03/11/2023,03/11/2023,03/11/2023,TLC-023316  ABONO VACACIONES,Asiento,0.00,6533.60,,1,
20231100,8731,M87310,1041101,1,1301,PEN,6,20390724919,00,0,0,03/11/2023,03/11/2023,03/11/2023,CUSTODIA DE ARCHIVO EN CAJA FILE MES SETIEMBRE,Pago de factura,0.00,1005.04,,1,
20231100,8732,M87320,1041101,1,1301,PEN,6,20601328063,00,0,0,03/11/2023,03/11/2023,03/11/2023,TONER HP W2020X 414X LJ M454 BLACK 7500 PGS,Pago de factura,0.00,3429.22,,1,
20231100,8733,M87330,1041101,1,1301,PEN,6,20555762977,00,0,0,03/11/2023,03/11/2023,03/11/2023,GESTION DE PROYECTOS HUANCAVELICA OXI MES OCTUBRE,Pago de factura,0.00,49843.00,,1,
20231100,8734,M87340,1041101,1,1301,PEN,6,20117920144,00,0,0,03/11/2023,03/11/2023,03/11/2023,SERVICIO DE SEGURIDAD MES SEPTIEMBRE 2023,Pago de factura,0.00,31716.76,,1,
20231100,8735,M87350,1041101,1,1301,PEN,6,20260497414,00,0,0,03/11/2023,03/11/2023,03/11/2023,ESTUDIO DE LINEAMIENTOS DE PUBLICIDADADEL 50,Pago de factura,0.00,18691.00,,1,
20231100,8736,M87360,1041101,1,1301,PEN,6,20605987975,00,0,0,03/11/2023,03/11/2023,03/11/2023,TALADRO INALAMBRICO-ROTOMARTILLO PINSTALACIONES,Pago de factura,0.00,3091.60,,1,
20231100,8737,M87370,1041101,1,1301,PEN,6,20602711791,00,0,0,03/11/2023,03/11/2023,03/11/2023,1ERA INT SERV DE MNTO PREVEN SIST AGUA HELADA,Pago de factura,0.00,11914.62,,1,
20231100,8738,M87380,1041101,1,1301,PEN,6,20127614572,00,0,0,03/11/2023,03/11/2023,03/11/2023,SERVICIO MEDICO OCUPACIONAL MES OCTUBRE,Pago de factura,0.00,2620.14,,1,
20231100,8739,M87390,1041101,1,1301,PEN,6,10076040627,00,0,0,03/11/2023,03/11/2023,03/11/2023,SERVICIOS DE RECOJO Y COURIERMES SETIEMBRE,Pago de factura,0.00,2346.80,,1,
20231100,8978,M89780,1041101,1,1301,PEN,6,20516074141,00,0,0,03/11/2023,03/11/2023,03/11/2023,PAGO E001-432  ASOCIACION EMPRESARIOS POR LA EDUCACION,Pago de factura,0.00,12000.00,,1,
20231100,8987,M89871,1041101,1,1359,PEN,,,00,0,0,06/11/2023,06/11/2023,06/11/2023,ITF,Asiento,0.00,21.20,,1,
20231100,8990,M89901,1041101,1,1359,PEN,,,00,0,0,06/11/2023,06/11/2023,06/11/2023,COMISION PAGO DETRACCION,Asiento,0.00,3.50,,1,
20231100,8993,M89931,1041101,1,1359,PEN,,,00,0,0,06/11/2023,06/11/2023,06/11/2023,COMISION CCE PRO 023286,Asiento,0.00,2.50,,1,
20231100,8996,M89962,1041101,1,1301,PEN,,,00,0,0,06/11/2023,06/11/2023,06/11/2023,PAGO CUOTA 19150 - PRESTAMO NUEVA SEDE,Asiento,0.00,46209.08,,1,
20231100,8998,M89980,1041101,1,1301,PEN,6,20295734681,00,0,0,06/11/2023,06/11/2023,06/11/2023,SERV MANTENIMIENTO DE ASCENSOR MES OCTUBRE,Pago de factura,0.00,795.28,,1,
20231100,8999,M89990,1041101,1,1301,PEN,6,20552504641,00,0,0,06/11/2023,06/11/2023,06/11/2023,INTERNET DE BK EN SAN BORJA MES OCTUBRE,Pago de factura,0.00,218.30,,1,
20231100,9098,M90981,1041101,1,1301,PEN,,,00,0,0,06/11/2023,06/11/2023,06/11/2023,PAGO S001-247465  WIN EMPRESAS,Asiento,0.00,2619.60,,1,
20231100,9100,M91001,1041101,1,1301,PEN,,,00,0,0,06/11/2023,06/11/2023,06/11/2023,PAGO TC MN MNL - CONSUMOS DEL 160923 AL 151023,Asiento,0.00,1280.00,,1,
20231100,9102,M91021,1041101,1,1301,PEN,,,00,0,0,06/11/2023,06/11/2023,06/11/2023,PAGO TC MN MVA - CONSUMOS DEL 160923 AL 151023,Asiento,0.00,1224.99,,1,
20231100,9105,M91051,1041101,1,1301,PEN,,,00,0,0,06/11/2023,06/11/2023,06/11/2023,PAGO CTS MAY-OCT 2023  BCP,Asiento,0.00,175663.23,,1,
20231100,9106,M91061,1041101,1,1301,PEN,,,00,0,0,06/11/2023,06/11/2023,06/11/2023,07744129  PAGO CTS MAY-OCT 2023  BCP,Asiento,0.00,33294.68,,1,
20231100,9107,M91071,1041101,1,1301,PEN,,,00,0,0,06/11/2023,06/11/2023,06/11/2023,02050642  PAGO CTS MAY-OCT 2023  CMAC PIURA,Asiento,0.00,56763.47,,1,
20231100,9108,M91081,1041101,1,1301,PEN,,,00,0,0,06/11/2023,06/11/2023,06/11/2023,02050658  PAGO CTS MAY-OCT 2023  FINANCIERA CONFIANZA,Asiento,0.00,37249.33,,1,
20231100,9109,M91091,1041101,1,1301,PEN,,,00,0,0,06/11/2023,06/11/2023,06/11/2023,02050635  PAGO CTS MAY-OCT 2023  CMAC HUANCAYO,Asiento,0.00,15845.42,,1,
20231100,9111,M91111,1041101,1,1301,PEN,,,00,0,0,06/11/2023,06/11/2023,06/11/2023,02050653  PAGO CTS MAY-OCT 2023  FINANCIERA PROEMPRESA,Asiento,0.00,13134.91,,1,
20231100,9112,M91121,1041101,1,1301,PEN,,,00,0,0,06/11/2023,06/11/2023,06/11/2023,02050647  PAGO CTS MAY-OCT 2023  CMAC SULLANA,Asiento,0.00,12779.93,,1,
20231100,9113,M91131,1041101,1,1301,PEN,,,00,0,0,06/11/2023,06/11/2023,06/11/2023,02050627  PAGO CTS MAY-OCT 2023  BANCO RIPLEY,Asiento,0.00,8021.74,,1,
20231100,9114,M91141,1041101,1,1301,PEN,,,00,0,0,06/11/2023,06/11/2023,06/11/2023,02050625  PAGO CTS MAY-OCT 2023  BANCO FALABELLA,Asiento,0.00,5511.21,,1,
20231100,9115,M91151,1041101,1,1301,PEN,,,00,0,0,06/11/2023,06/11/2023,06/11/2023,02050624  PAGO CTS MAY-OCT 2023  BANCO DE COMERCIO,Asiento,0.00,4681.12,,1,
20231100,9116,M91161,1041101,1,1301,PEN,,,00,0,0,06/11/2023,06/11/2023,06/11/2023,02050650  PAGO CTS MAY-OCT 2023  CRAC CENCOSUD,Asiento,0.00,2731.62,,1,
20231100,9117,M91171,1041101,1,1301,PEN,,,00,0,0,06/11/2023,06/11/2023,06/11/2023,02050795  PAGO CTS MAY-OCT 2023  COMPARTAMOS FINANCIERA,Asiento,0.00,2615.61,,1,
20231100,9119,M91191,1041101,1,1301,PEN,,,00,0,0,06/11/2023,06/11/2023,06/11/2023,02050660  PAGO CTS MAY-OCT 2023  FINANCIERA CREDINKA,Asiento,0.00,2102.73,,1,
20231100,9120,M91201,1041101,1,1301,PEN,,,00,0,0,06/11/2023,06/11/2023,06/11/2023,02050633  PAGO CTS MAY-OCT 2023  CMAC AREQUIPA,Asiento,0.00,1701.08,,1,
20231100,9122,M91221,1041101,1,1301,PEN,,,00,0,0,06/11/2023,06/11/2023,06/11/2023,02050638  PAGO CTS MAY-OCT 2023  CMAC ICA,Asiento,0.00,1194.44,,1,
20231100,9123,M91230,1041101,1,1301,PEN,,,00,0,0,06/11/2023,06/11/2023,06/11/2023,07744182  DEVOL PAGO CTS  BCP,Asiento,2466.73,0.00,,1,
20231100,9125,M91250,1041101,1,1301,PEN,,,00,0,0,07/11/2023,07/11/2023,07/11/2023,07280453  DEP SEM 04 OCTUBRE  H RODRIGUEZ,Asiento,321.00,0.00,,1,
20231100,9127,M91270,1041101,1,1359,PEN,,,00,0,0,07/11/2023,07/11/2023,07/11/2023,00  REGULARIZACION ITF,Asiento,0.10,0.00,,1,
20231100,9129,M91291,1041101,1,1359,PEN,,,00,0,0,07/11/2023,07/11/2023,07/11/2023,00  ITF,Asiento,0.00,1.65,,1,
20231100,9130,M91301,1041101,1,1301,PEN,,,00,0,0,07/11/2023,07/11/2023,07/11/2023,08022426  PAGO CTS MAY-OCT 2023  BCP,Asiento,0.00,2466.73,,1,
20231100,9131,M91310,1041101,1,1301,PEN,,,00,0,0,07/11/2023,,07/11/2023,ERCAPACITACION PNP-CHICLAYOO MUSSO,Cheque,0.00,1970.00,,1,
20231100,9236,M92360,1041101,1,1301,PEN,,,00,0,0,09/11/2023,09/11/2023,09/11/2023,06055747  DEP SEM 04 OCTUBRE  I GUEVARA,Asiento,636.50,0.00,,1,
20231100,9237,M92371,1041101,1,1359,PEN,,,00,0,0,09/11/2023,09/11/2023,09/11/2023,00  ITF,Asiento,0.00,7.25,,1,
20231100,9238,M92381,1041101,1,1301,PEN,,,00,0,0,09/11/2023,09/11/2023,09/11/2023,00800033  CH-09597556  CTS MAY-OCT 2023  BANCO BBVA,Asiento,0.00,22847.55,,1,
20231100,9239,M92391,1041101,1,1301,PEN,,,00,0,0,09/11/2023,09/11/2023,09/11/2023,00800035  CH-09597553  CTS MAY-OCT 2023  BANBIF,Asiento,0.00,14354.68,,1,
20231100,9240,M92401,1041101,1,1301,PEN,,,00,0,0,09/11/2023,09/11/2023,09/11/2023,00800032  CH-09597555  CTS MAY-OCT 2023  SCOTIABANK,Asiento,0.00,9253.76,,1,
20231100,9241,M92411,1041101,1,1301,PEN,,,00,0,0,09/11/2023,09/11/2023,09/11/2023,00800034  CH-09597554  CTS MAY-OCT 2023  PICHINCHA,Asiento,0.00,5285.14,,1,
20231100,9242,M92421,1041101,1,1301,PEN,,,00,0,0,09/11/2023,09/11/2023,09/11/2023,08662203  ABONO LIQUIDACION,Asiento,0.00,6253.60,,1,
20231100,9243,M92431,1041101,1,1301,PEN,,,00,0,0,09/11/2023,09/11/2023,09/11/2023,08419306  ABONO VACACIONES,Asiento,0.00,511.01,,1,
20231100,9244,M92441,1041101,1,1301,PEN,,,00,0,0,09/11/2023,09/11/2023,09/11/2023,00  TELMEX 00003522,Asiento,0.00,292.37,,1,
20231100,9245,M92450,1041101,1,1301,PEN,,,00,0,0,10/11/2023,10/11/2023,10/11/2023,06052803  DEP SEM 04 OCTUBRE  E FLORES,Asiento,744.00,0.00,,1,
20231100,9246,M92460,1041101,1,1301,PEN,,,00,0,0,10/11/2023,10/11/2023,10/11/2023,07138091  DEP SEM 03 OCTUBRE  A DIAZ,Asiento,297.00,0.00,,1,
20231100,9247,M92470,1041101,1,1301,PEN,,,00,0,0,10/11/2023,10/11/2023,10/11/2023,06242104  DEP SEM 04 OCTUBRE  J VALVERDE,Asiento,142.00,0.00,,1,
20231100,9249,M92490,1041101,1,1301,PEN,,,00,0,0,10/11/2023,,10/11/2023,CAJA CHICA 16-2023  W MITMA,Cheque,0.00,1442.16,,1,
20231100,9254,M92541,1041101,1,1301,PEN,,,00,0,0,10/11/2023,,10/11/2023,03091721  TRANSF ENTRE CUENTAS  CUBRIR PAGOS VARIOS,Transferencias,194000.00,0.00,,1,
20231100,9256,M92561,1041101,1,1359,PEN,,,00,0,0,10/11/2023,10/11/2023,10/11/2023,00  ITF,Asiento,0.00,19.95,,1,
20231100,9257,M92571,1041101,1,1359,PEN,,,00,0,0,10/11/2023,10/11/2023,10/11/2023,09259601  COMISION CCE PRO 023326,Asiento,0.00,5.00,,1,
20231100,10370,M103700,1041101,1,1301,PEN,6,20602711791,00,0,0,17/11/2023,17/11/2023,17/11/2023,000000101,Pago de factura,0.00,5404.29,,1,
20231100,10371,M103710,1041101,1,1301,PEN,6,20602711791,00,0,0,17/11/2023,17/11/2023,17/11/2023,000000102,Pago de factura,0.00,3289.24,,1,
20231100,10372,M103720,1041101,1,1301,PEN,6,20260497414,00,0,0,17/11/2023,17/11/2023,17/11/2023,000000103,Pago de factura,0.00,25960.00,,1,
20231100,10373,M103730,1041101,1,1301,PEN,6,20371672151,00,0,0,17/11/2023,17/11/2023,17/11/2023,000000104,Pago de factura,0.00,68534.00,,1,
20231100,10374,M103740,1041101,1,1301,PEN,6,20508671378,00,0,0,17/11/2023,17/11/2023,17/11/2023,000000105,Pago de factura,0.00,6230.00,,1,
20231100,10375,M103750,1041101,1,1301,PEN,6,20508671378,00,0,0,17/11/2023,17/11/2023,17/11/2023,000000106,Pago de factura,0.00,3790.00,,1,
20231100,10376,M103760,1041101,1,1301,PEN,6,20555764325,00,0,0,17/11/2023,17/11/2023,17/11/2023,000000107,Pago de factura,0.00,45690.00,,1,
20231100,10886,M1088624,1041101,1,1351,PEN,,,00,0,0,15/11/2023,15/11/2023,15/11/2023,Pago de Detracciones Periodo Nov 2023,Asiento,0.00,73957.00,,1,
20231100,11102,M111020,1041101,1,1301,PEN,6,10088032816,00,0,0,17/11/2023,17/11/2023,17/11/2023,000000141,Pago de factura,0.00,800.00,,1,
20231100,11103,M111030,1041101,1,1301,PEN,6,10713198701,00,0,0,17/11/2023,17/11/2023,17/11/2023,000000142,Pago de factura,0.00,400.00,,1,
20231100,11104,M111040,1041101,1,1301,PEN,6,10432735325,00,0,0,17/11/2023,17/11/2023,17/11/2023,000000143,Pago de factura,0.00,250.00,,1,
20231100,11208,M112080,1041101,1,1301,PEN,6,10081955501,00,0,0,17/11/2023,17/11/2023,17/11/2023,000000151,Pago de factura,0.00,610.00,,1,
20231100,11209,M112090,1041101,1,1301,PEN,6,10081955501,00,0,0,17/11/2023,17/11/2023,17/11/2023,000000152,Pago de factura,0.00,485.00,,1,
20231100,11210,M112100,1041101,1,1301,PEN,6,10405621997,00,0,0,17/11/2023,17/11/2023,17/11/2023,000000153,Pago de factura,0.00,560.00,,1,
20231100,11211,M112110,1041101,1,1301,PEN,6,20107259091,00,0,0,17/11/2023,17/11/2023,17/11/2023,000000154,Pago de factura,0.00,8307.00,,1,
20231100,11212,M112120,1041101,1,1301,PEN,6,20505104847,00,0,0,17/11/2023,17/11/2023,17/11/2023,000000155,Pago de factura,0.00,9058.19,,1,
20231100,11309,M113090,1041101,1,1301,PEN,,,00,0,0,10/11/2023,,10/11/2023,02091803  ER SEM 02 NOVIEMBRE  R HUAMANI,Cheque,0.00,950.00,,1,
20231100,11431,M114310,1041101,1,1301,PEN,,,00,0,0,10/11/2023,,10/11/2023,ER SEM 02 NOVIEMBRE  J ABREGO,Cheque,0.00,140.00,,1,
20231100,11539,M115390,1041101,1,1301,PEN,6,20552698666,00,0,0,17/11/2023,17/11/2023,17/11/2023,000000161,Pago de factura,0.00,250.00,,1,
20231100,11540,M115400,1041101,1,1301,PEN,6,20557108646,00,0,0,17/11/2023,17/11/2023,17/11/2023,000000162,Pago de factura,0.00,17947.33,,1,
20231100,11680,M116800,1041101,1,1301,PEN,,,00,0,0,02/11/2023,,02/11/2023,ER SEM 03 OCTUBRE  E FLORES,Cheque,0.00,793.50,,1,
20231100,11681,M116810,1041101,1,1301,PEN,,,00,0,0,02/11/2023,,02/11/2023,ER SEM 01 NOVIEMBRE  E FLORES,Cheque,0.00,200.00,,1,
20231100,11682,M116820,1041101,1,1301,PEN,,,00,0,0,02/11/2023,,02/11/2023,ER SEM 02 OCTUBRE  H RODRIGUEZ,Cheque,0.00,910.00,,1,
20231100,11683,M116830,1041101,1,1301,PEN,,,00,0,0,02/11/2023,,02/11/2023,ER SEM 03 OCTUBRE  H RODRIGUEZ,Cheque,0.00,950.00,,1,
20231100,11684,M116840,1041101,1,1301,PEN,,,00,0,0,02/11/2023,,02/11/2023,ER SEM 04 OCTUBRE  H RODRIGUEZ,Cheque,0.00,600.00,,1,
20231100,11685,M116850,1041101,1,1301,PEN,,,00,0,0,02/11/2023,,02/11/2023,ER SEM 01 NOVIEMBRE  H RODRIGUEZ,Cheque,0.00,650.00,,1,
20231100,11686,M116860,1041101,1,1301,PEN,,,00,0,0,02/11/2023,,02/11/2023,ER SEM 02 OCTUBRE  I GUEVARA,Cheque,0.00,717.50,,1,
20231100,11687,M116870,1041101,1,1301,PEN,,,00,0,0,02/11/2023,,02/11/2023,ER SEM 03 OCTUBRE  I GUEVARA,Cheque,0.00,475.90,,1,
20231100,11688,M116880,1041101,1,1301,PEN,,,00,0,0,02/11/2023,,02/11/2023,ER SEM 04 OCTUBRE  I GUEVARA,Cheque,0.00,800.00,,1,
20231100,11689,M116890,1041101,1,1301,PEN,,,00,0,0,02/11/2023,,02/11/2023,ER SEM 01 NOVIEMBRE  I GUEVARA,Cheque,0.00,760.00,,1,
20231100,11690,M116900,1041101,1,1301,PEN,,,00,0,0,02/11/2023,,02/11/2023,ER SEM 03 OCTUBRE  J ABREGO,Cheque,0.00,120.00,,1,
20231100,11691,M116910,1041101,1,1301,PEN,,,00,0,0,02/11/2023,,02/11/2023,ER SEM 04 OCTUBRE  J ABREGO,Cheque,0.00,135.00,,1,
20231100,11692,M116920,1041101,1,1301,PEN,,,00,0,0,02/11/2023,,02/11/2023,ER SEM 01 NOVIEMBRE  J ABREGO,Cheque,0.00,120.00,,1,
20231100,11693,M116930,1041101,1,1301,PEN,,,00,0,0,02/11/2023,,02/11/2023,ER SEM 01 OCTUBRE  J HANCCO,Cheque,0.00,890.00,,1,
20231100,11694,M116940,1041101,1,1301,PEN,,,00,0,0,02/11/2023,,02/11/2023,ER SEM 02 OCTUBRE  J HANCCO,Cheque,0.00,840.00,,1,
20231100,11695,M116950,1041101,1,1301,PEN,,,00,0,0,02/11/2023,,02/11/2023,ER SEM 03 OCTUBRE  J HANCCO,Cheque,0.00,800.00,,1,
20231100,11696,M116960,1041101,1,1301,PEN,,,00,0,0,02/11/2023,,02/11/2023,ER SEM 04 OCTUBRE  J HANCCO,Cheque,0.00,810.00,,1,
20231100,11697,M116970,1041101,1,1301,PEN,,,00,0,0,02/11/2023,,02/11/2023,ER SEM 01 NOVIEMBRE  J HANCCO,Cheque,0.00,740.00,,1,
20231100,11698,M116980,1041101,1,1301,PEN,,,00,0,0,02/11/2023,,02/11/2023,ER SEM 03 OCTUBRE  J SILVA,Cheque,0.00,273.00,,1,
20231100,11699,M116990,1041101,1,1301,PEN,,,00,0,0,02/11/2023,,02/11/2023,ER SEM 04 OCTUBRE  J SILVA,Cheque,0.00,700.00,,1,
20231100,11700,M117000,1041101,1,1301,PEN,,,00,0,0,02/11/2023,,02/11/2023,ER SEM 01 NOVIEMBRE  J SILVA,Cheque,0.00,600.00,,1,
20231100,11701,M117010,1041101,1,1301,PEN,,,00,0,0,02/11/2023,,02/11/2023,ER SEM 04 SEPTIEMBRE  J VALVERDE,Cheque,0.00,320.00,,1,
20231100,11702,M117020,1041101,1,1301,PEN,,,00,0,0,02/11/2023,,02/11/2023,ER SEM 05 SEPTIEMBRE  J VALVERDE,Cheque,0.00,270.00,,1,
20231100,11703,M117030,1041101,1,1301,PEN,,,00,0,0,02/11/2023,,02/11/2023,ER SEM 01 OCTUBRE  J VALVERDE,Cheque,0.00,310.00,,1,
20231100,11704,M117040,1041101,1,1301,PEN,,,00,0,0,02/11/2023,,02/11/2023,ER SEM 02 OCTUBRE  J VALVERDE,Cheque,0.00,350.00,,1,
20231100,11705,M117050,1041101,1,1301,PEN,,,00,0,0,02/11/2023,,02/11/2023,ER SEM 03 OCTUBRE  J VALVERDE,Cheque,0.00,340.00,,1,
20231100,11706,M117060,1041101,1,1301,PEN,,,00,0,0,02/11/2023,,02/11/2023,ER SEM 04 OCTUBRE  J VALVERDE,Cheque,0.00,350.00,,1,
20231100,11707,M117070,1041101,1,1301,PEN,,,00,0,0,02/11/2023,,02/11/2023,ER SEM 01 NOVIEMBRE  J VALVERDE,Cheque,0.00,320.00,,1,
20231100,11708,M117080,1041101,1,1301,PEN,,,00,0,0,02/11/2023,,02/11/2023,ER SEM 03 OCTUBRE  R HUAMANI,Cheque,0.00,970.00,,1,
20231100,11709,M117090,1041101,1,1301,PEN,,,00,0,0,02/11/2023,,02/11/2023,ER SEM 04 OCTUBRE  R HUAMANI,Cheque,0.00,960.00,,1,
