1 Periodo,2 CUO,3 Numero correlativo del asiento,4 Codigo de la cuenta contable,5 Codigo de Unidad de Operación,6 Centro de Costo,7 Tipo de Moneda de Origen,8 Tipo de documento de identidad del emisor,9 Numero de documento de identidad del emisor,10 Tipo de Comprobante,11 Numero de Serie del comprobante de Pago,12 Numero de compronbante de pago,13 Fecha Contable,14 Fecha de Vencimiento,15 Fecha de la operación o emision,16 Glosa o descripcion de la naturaleza de la operacion registrada de ser el caso,17 Glosa referencial  de ser el caso,18 Movimientos del Debe,19 Movimiento del Haber,20 Dato Estructurado,21 Indica el estado de la operacion,
20240100,63605,M636055,4011102,1,1323,PEN,,,01,F001,56102,05/01/2024,04/02/2024,05/01/2024,IVA,Factura de venta,0.00,197.64,140100&20240100&63605&M63605,1,
20240100,63608,M636084,4011102,1,1326,PEN,,,01,F001,56111,05/01/2024,04/02/2024,05/01/2024,IVA,Factura de venta,0.00,538.38,140100&20240100&63608&M63608,1,
20240100,63611,M636114,4011102,1,1326,PEN,,,01,F001,56112,05/01/2024,04/02/2024,05/01/2024,IVA,Factura de venta,0.00,313.56,140100&20240100&63611&M63611,1,
20240100,63616,M636164,4011102,1,1326,PEN,,,01,F001,56113,05/01/2024,04/02/2024,05/01/2024,IVA,Factura de venta,0.00,235.08,140100&20240100&63616&M63616,1,
20240100,63620,M636204,4011102,1,1326,PEN,,,01,F001,56114,05/01/2024,04/02/2024,05/01/2024,IVA,Factura de venta,0.00,538.38,140100&20240100&63620&M63620,1,
20240100,63624,M636244,4011102,1,1326,PEN,,,01,F001,56115,05/01/2024,04/02/2024,05/01/2024,IVA,Factura de venta,0.00,807.84,140100&20240100&63624&M63624,1,
20240100,63627,M636274,4011102,1,1326,PEN,,,01,F001,56116,05/01/2024,04/02/2024,05/01/2024,IVA,Factura de venta,0.00,538.38,140100&20240100&63627&M63627,1,
20240100,63634,M636344,4011102,1,1326,PEN,,,01,F001,56117,05/01/2024,04/02/2024,05/01/2024,IVA,Factura de venta,0.00,2154.06,140100&20240100&63634&M63634,1,
20240100,63636,M636362,4011102,1,1322,PEN,,,01,F001,56103,05/01/2024,04/02/2024,05/01/2024,IVA,Factura de venta,0.00,21.96,140100&20240100&63636&M63636,1,
20240100,63641,M636414,4011102,1,1326,PEN,,,01,F001,56118,05/01/2024,04/02/2024,05/01/2024,IVA,Factura de venta,0.00,538.38,140100&20240100&63641&M63641,1,
20240100,63643,M636434,4011102,1,1326,PEN,,,01,F001,56119,05/01/2024,04/02/2024,05/01/2024,IVA,Factura de venta,0.00,538.38,140100&20240100&63643&M63643,1,
20240100,63645,M636454,4011102,1,1326,PEN,,,01,F001,56120,05/01/2024,04/02/2024,05/01/2024,IVA,Factura de venta,0.00,538.38,140100&20240100&63645&M63645,1,
20240100,63648,M636482,4011102,1,1323,PEN,,,01,F001,56104,05/01/2024,04/02/2024,05/01/2024,IVA,Factura de venta,0.00,21.96,140100&20240100&63648&M63648,1,
20240100,63650,M636503,4011102,1,1323,PEN,,,01,F001,56082,05/01/2024,04/02/2024,05/01/2024,IVA,Factura de venta,0.00,65.88,140100&20240100&63650&M63650,1,
20240100,63651,M636516,4011102,1,1323,PEN,,,01,F001,56083,05/01/2024,04/02/2024,05/01/2024,IVA,Factura de venta,0.00,326.88,140100&20240100&63651&M63651,1,
20240100,63653,M636534,4011102,1,1326,PEN,,,01,F001,56121,05/01/2024,04/02/2024,05/01/2024,IVA,Factura de venta,0.00,313.56,140100&20240100&63653&M63653,1,
20240100,63654,M636544,4011102,1,1326,PEN,,,01,F001,56122,05/01/2024,04/02/2024,05/01/2024,IVA,Factura de venta,0.00,2692.62,140100&20240100&63654&M63654,1,
20240100,63656,M636565,4011102,1,1323,PEN,,,01,F001,56084,05/01/2024,04/02/2024,05/01/2024,IVA,Factura de venta,0.00,219.60,140100&20240100&63656&M63656,1,
20240100,63657,M636574,4011102,1,1326,PEN,,,01,F001,56123,05/01/2024,04/02/2024,05/01/2024,IVA,Factura de venta,0.00,1346.22,140100&20240100&63657&M63657,1,
20240100,63658,M636584,4011102,1,1326,PEN,,,01,F001,56124,05/01/2024,04/02/2024,05/01/2024,IVA,Factura de venta,0.00,313.56,140100&20240100&63658&M63658,1,
20240100,63660,M636605,4011102,1,1323,PEN,,,01,F001,56089,05/01/2024,04/02/2024,05/01/2024,IVA,Factura de venta,0.00,426.06,140100&20240100&63660&M63660,1,
20240100,63661,M636614,4011102,1,1326,PEN,,,01,F001,56125,05/01/2024,04/02/2024,05/01/2024,IVA,Factura de venta,0.00,1168.74,140100&20240100&63661&M63661,1,
20240100,63662,M636626,4011102,1,1323,PEN,,,01,F001,56090,05/01/2024,04/02/2024,05/01/2024,IVA,Factura de venta,0.00,883.08,140100&20240100&63662&M63662,1,
20240100,63663,M636636,4011102,1,1323,PEN,,,01,F001,56091,05/01/2024,04/02/2024,05/01/2024,IVA,Factura de venta,0.00,505.80,140100&20240100&63663&M63663,1,
20240100,63666,M636664,4011102,1,1326,PEN,,,01,F001,56126,05/01/2024,04/02/2024,05/01/2024,IVA,Factura de venta,0.00,313.56,140100&20240100&63666&M63666,1,
20240100,63667,M636675,4011102,1,1323,PEN,,,01,F001,56092,05/01/2024,04/02/2024,05/01/2024,IVA,Factura de venta,0.00,1443.96,140100&20240100&63667&M63667,1,
20240100,63669,M636697,4011102,1,1323,PEN,,,01,F001,56093,05/01/2024,04/02/2024,05/01/2024,IVA,Factura de venta,0.00,3408.12,140100&20240100&63669&M63669,1,
20240100,63670,M636704,4011102,1,1326,PEN,,,01,F001,56136,05/01/2024,04/02/2024,05/01/2024,IVA,Factura de venta,0.00,313.56,140100&20240100&63670&M63670,1,
20240100,63671,M636714,4011102,1,1326,PEN,,,01,F001,56137,05/01/2024,04/02/2024,05/01/2024,IVA,Factura de venta,0.00,448.38,140100&20240100&63671&M63671,1,
20240100,63672,M636724,4011102,1,1326,PEN,,,01,F001,56166,08/01/2024,07/02/2024,08/01/2024,IVA,Factura de venta,0.00,180.00,140100&20240100&63672&M63672,1,
20240100,63675,M636754,4011102,1,1326,PEN,,,01,F001,56127,05/01/2024,04/02/2024,05/01/2024,IVA,Factura de venta,0.00,152.35,140100&20240100&63675&M63675,1,
20240100,63680,M636804,4011102,1,1326,PEN,,,01,F001,56128,05/01/2024,04/02/2024,05/01/2024,IVA,Factura de venta,0.00,152.35,140100&20240100&63680&M63680,1,
20240100,63682,M636824,4011102,1,1326,PEN,,,01,F001,56129,05/01/2024,04/02/2024,05/01/2024,IVA,Factura de venta,0.00,152.35,140100&20240100&63682&M63682,1,
20240100,63690,M636906,4011102,1,1323,PEN,,,01,F001,56094,05/01/2024,04/02/2024,05/01/2024,IVA,Factura de venta,0.00,6613.02,140100&20240100&63690&M63690,1,
20240100,63691,M636914,4011102,1,1326,USD,,,01,F001,56130,05/01/2024,04/02/2024,05/01/2024,IVA,Factura de venta,0.00,178.40,140100&20240100&63691&M63691,1,
20240100,63694,M636944,4011102,1,1326,PEN,,,01,F001,56131,05/01/2024,04/02/2024,05/01/2024,IVA,Factura de venta,0.00,152.35,140100&20240100&63694&M63694,1,
20240100,63695,M636957,4011102,1,1323,PEN,,,01,F001,56085,05/01/2024,04/02/2024,05/01/2024,IVA,Factura de venta,0.00,9100.80,140100&20240100&63695&M63695,1,
20240100,63697,M636974,4011102,1,1326,PEN,,,01,F001,56132,05/01/2024,04/02/2024,05/01/2024,IVA,Factura de venta,0.00,152.35,140100&20240100&63697&M63697,1,
20240100,63700,M637004,4011102,1,1326,USD,,,01,F001,56133,05/01/2024,04/02/2024,05/01/2024,IVA,Factura de venta,0.00,819.96,140100&20240100&63700&M63700,1,
20240100,63704,M637046,4011102,1,1323,PEN,,,01,F001,56095,05/01/2024,04/02/2024,05/01/2024,IVA,Factura de venta,0.00,10951.92,140100&20240100&63704&M63704,1,
20240100,63705,M637054,4011102,1,1326,PEN,,,01,F001,56134,05/01/2024,04/02/2024,05/01/2024,IVA,Factura de venta,0.00,152.35,140100&20240100&63705&M63705,1,
20240100,63707,M637075,4011102,1,1323,PEN,,,01,F001,56096,05/01/2024,04/02/2024,05/01/2024,IVA,Factura de venta,0.00,1331.28,140100&20240100&63707&M63707,1,
20240100,63709,M637094,4011102,1,1326,USD,,,01,F001,56135,05/01/2024,04/02/2024,05/01/2024,IVA,Factura de venta,0.00,138.60,140100&20240100&63709&M63709,1,
20240100,63739,M637395,4011102,1,1323,PEN,,,01,F001,56097,05/01/2024,04/02/2024,05/01/2024,IVA,Factura de venta,0.00,619.02,140100&20240100&63739&M63739,1,
20240100,63741,M637417,4011102,1,1323,PEN,,,01,F001,56098,05/01/2024,04/02/2024,05/01/2024,IVA,Factura de venta,0.00,9602.64,140100&20240100&63741&M63741,1,
20240100,63743,M637436,4011102,1,1323,PEN,,,01,F001,56099,05/01/2024,04/02/2024,05/01/2024,IVA,Factura de venta,0.00,5197.68,140100&20240100&63743&M63743,1,
20240100,63766,M637664,4011102,1,1323,PEN,,,01,F001,56086,05/01/2024,04/02/2024,05/01/2024,IVA,Factura de venta,0.00,1804.86,140100&20240100&63766&M63766,1,
20240100,63770,M637702,4011102,1,1323,PEN,,,01,F001,56105,05/01/2024,04/02/2024,05/01/2024,VAT,Factura de venta,0.00,48.42,140100&20240100&63770&M63770,1,
20240100,63773,M637734,4011102,1,1322,PEN,,,01,F001,56106,05/01/2024,04/02/2024,05/01/2024,IVA,Factura de venta,0.00,585.36,140100&20240100&63773&M63773,1,
20240100,63777,M637772,4011102,1,1323,PEN,,,01,F001,56219,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,43.92,140100&20240100&63777&M63777,1,
20240100,63788,M637883,4011102,1,1323,PEN,,,01,F001,56087,05/01/2024,04/02/2024,05/01/2024,IVA,Factura de venta,0.00,97.74,140100&20240100&63788&M63788,1,
20240100,63789,M637895,4011102,1,1322,PEN,,,01,F001,56100,05/01/2024,04/02/2024,05/01/2024,IVA,Factura de venta,0.00,365.58,140100&20240100&63789&M63789,1,
20240100,63792,M637924,4011102,1,1323,PEN,,,01,F001,56167,08/01/2024,07/02/2024,08/01/2024,IVA,Factura de venta,0.00,536.58,140100&20240100&63792&M63792,1,
20240100,63793,M637936,4011102,1,1323,PEN,,,01,F001,56107,05/01/2024,04/02/2024,05/01/2024,IVA,Factura de venta,0.00,1431.72,140100&20240100&63793&M63793,1,
20240100,63796,M637966,4011102,1,1323,PEN,,,01,F001,56108,05/01/2024,04/02/2024,05/01/2024,IVA,Factura de venta,0.00,1970.10,140100&20240100&63796&M63796,1,
20240100,63798,M637982,4011102,1,1323,PEN,,,01,F001,56088,05/01/2024,04/02/2024,05/01/2024,IVA,Factura de venta,0.00,48.96,140100&20240100&63798&M63798,1,
20240100,63800,M638006,4011102,1,1322,PEN,,,01,F001,56101,05/01/2024,04/02/2024,05/01/2024,IVA,Factura de venta,0.00,1776.06,140100&20240100&63800&M63800,1,
20240100,64614,M646144,4011102,1,1307,USD,,,01,F001,56222,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,823.39,140100&20240100&64614&M64614,1,
20240100,64615,M646154,4011102,1,1307,USD,,,01,F001,56223,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,769.83,140100&20240100&64615&M64615,1,
20240100,64616,M646164,4011102,1,1314,USD,,,01,F001,56239,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,803.30,140100&20240100&64616&M64616,1,
20240100,64617,M646174,4011102,1,1307,USD,,,01,F001,56240,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,133.88,140100&20240100&64617&M64617,1,
20240100,64618,M646184,4011102,1,1307,USD,,,01,F001,56241,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,803.30,140100&20240100&64618&M64618,1,
20240100,64620,M646204,4011102,1,1307,USD,,,01,F001,56242,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,937.19,140100&20240100&64620&M64620,1,
20240100,64621,M646214,4011102,1,1307,USD,,,01,F001,56243,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,736.36,140100&20240100&64621&M64621,1,
20240100,64625,M646252,4011102,1,1306,USD,,,01,F001,56244,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,5.02,140100&20240100&64625&M64625,1,
20240100,64628,M646284,4011102,1,1306,USD,,,01,F001,56245,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,1004.13,140100&20240100&64628&M64628,1,
20240100,64630,M646304,4011102,1,1307,USD,,,01,F001,56246,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,1606.61,140100&20240100&64630&M64630,1,
20240100,64631,M646314,4011102,1,1307,USD,,,01,F001,56247,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,1606.61,140100&20240100&64631&M64631,1,
20240100,64634,M646344,4011102,1,1307,USD,,,01,F001,56248,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,803.30,140100&20240100&64634&M64634,1,
20240100,64635,M646354,4011102,1,1307,USD,,,01,F001,56249,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,803.30,140100&20240100&64635&M64635,1,
20240100,64636,M646364,4011102,1,1307,USD,,,01,F001,56250,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,803.30,140100&20240100&64636&M64636,1,
20240100,64637,M646374,4011102,1,1307,USD,,,01,F001,56251,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,1138.01,140100&20240100&64637&M64637,1,
20240100,64638,M646384,4011102,1,1307,USD,,,01,F001,56252,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,1138.01,140100&20240100&64638&M64638,1,
20240100,64639,M646394,4011102,1,1307,USD,,,01,F001,56253,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,803.30,140100&20240100&64639&M64639,1,
20240100,64640,M646404,4011102,1,1307,USD,,,01,F001,56254,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,803.30,140100&20240100&64640&M64640,1,
20240100,64641,M646414,4011102,1,1307,USD,,,01,F001,56255,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,803.30,140100&20240100&64641&M64641,1,
20240100,64642,M646424,4011102,1,1307,USD,,,01,F001,56256,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,1338.84,140100&20240100&64642&M64642,1,
20240100,64646,M646464,4011102,1,1307,USD,,,01,F001,56272,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,803.30,140100&20240100&64646&M64646,1,
20240100,64648,M646484,4011102,1,1314,USD,,,01,F001,56273,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,803.30,140100&20240100&64648&M64648,1,
20240100,64649,M646494,4011102,1,1307,USD,,,01,F001,56274,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,836.78,140100&20240100&64649&M64649,1,
20240100,64650,M646504,4011102,1,1307,USD,,,01,F001,56275,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,769.83,140100&20240100&64650&M64650,1,
20240100,64651,M646514,4011102,1,1307,USD,,,01,F001,56276,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,1807.43,140100&20240100&64651&M64651,1,
20240100,64653,M646534,4011102,1,1307,USD,,,01,F001,56277,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,1204.96,140100&20240100&64653&M64653,1,
20240100,64654,M646544,4011102,1,1307,USD,,,01,F001,56284,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,769.83,140100&20240100&64654&M64654,1,
20240100,64655,M646554,4011102,1,1307,USD,,,01,F001,56278,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,769.83,140100&20240100&64655&M64655,1,
20240100,64656,M646564,4011102,1,1307,USD,,,01,F001,56285,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,1204.96,140100&20240100&64656&M64656,1,
20240100,64657,M646574,4011102,1,1307,USD,,,01,F001,56286,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,1004.13,140100&20240100&64657&M64657,1,
20240100,64658,M646584,4011102,1,1307,USD,,,01,F001,56287,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,1204.96,140100&20240100&64658&M64658,1,
20240100,64659,M646594,4011102,1,1307,USD,,,01,F001,56288,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,803.30,140100&20240100&64659&M64659,1,
20240100,64660,M646604,4011102,1,1307,USD,,,01,F001,56289,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,167.36,140100&20240100&64660&M64660,1,
20240100,64666,M646664,4011102,1,1307,USD,,,01,F001,56290,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,803.30,140100&20240100&64666&M64666,1,
20240100,64668,M646684,4011102,1,1307,USD,,,01,F001,56291,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,836.78,140100&20240100&64668&M64668,1,
20240100,64669,M646694,4011102,1,1307,USD,,,01,F001,56292,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,1278.59,140100&20240100&64669&M64669,1,
20240100,64670,M646704,4011102,1,1314,USD,,,01,F001,56293,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,803.30,140100&20240100&64670&M64670,1,
20240100,64671,M646714,4011102,1,1314,USD,,,01,F001,56294,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,771.88,140100&20240100&64671&M64671,1,
20240100,64673,M646734,4011102,1,1307,USD,,,01,F001,56295,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,321.32,140100&20240100&64673&M64673,1,
20240100,64675,M646754,4011102,1,1307,USD,,,01,F001,56296,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,1104.54,140100&20240100&64675&M64675,1,
20240100,64676,M646764,4011102,1,1314,USD,,,01,F001,56297,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,771.88,140100&20240100&64676&M64676,1,
20240100,64677,M646774,4011102,1,1314,USD,,,01,F001,56298,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,771.88,140100&20240100&64677&M64677,1,
20240100,64678,M646784,4011102,1,1307,USD,,,01,F001,56299,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,1204.96,140100&20240100&64678&M64678,1,
20240100,64679,M646794,4011102,1,1307,USD,,,01,F001,56300,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,401.65,140100&20240100&64679&M64679,1,
20240100,64680,M646804,4011102,1,1307,USD,,,01,F001,56301,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,368.18,140100&20240100&64680&M64680,1,
20240100,64681,M646814,4011102,1,1307,USD,,,01,F001,56302,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,401.65,140100&20240100&64681&M64681,1,
20240100,64684,M646844,4011102,1,1314,USD,,,01,F001,56303,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,803.30,140100&20240100&64684&M64684,1,
20240100,64685,M646854,4011102,1,1307,USD,,,01,F001,56304,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,803.30,140100&20240100&64685&M64685,1,
20240100,64686,M646864,4011102,1,1307,USD,,,01,F001,56305,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,803.30,140100&20240100&64686&M64686,1,
20240100,64687,M646874,4011102,1,1314,USD,,,01,F001,56306,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,997.44,140100&20240100&64687&M64687,1,
20240100,64689,M646894,4011102,1,1307,USD,,,01,F001,56307,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,803.30,140100&20240100&64689&M64689,1,
20240100,64690,M646904,4011102,1,1307,USD,,,01,F001,56308,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,1171.49,140100&20240100&64690&M64690,1,
20240100,64692,M646924,4011102,1,1307,USD,,,01,F001,56309,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,805.35,140100&20240100&64692&M64692,1,
20240100,64693,M646934,4011102,1,1307,USD,,,01,F001,56310,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,803.30,140100&20240100&64693&M64693,1,
20240100,64694,M646944,4011102,1,1307,USD,,,01,F001,56311,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,803.30,140100&20240100&64694&M64694,1,
20240100,64696,M646964,4011102,1,1307,USD,,,01,F001,56312,09/01/2024,08/02/2024,09/01/2024,IVA,Factura de venta,0.00,1138.01,140100&20240100&64696&M64696,1,
